workload,gpu,problem_size,variant,stage,tile_size,time_ms,gflops,correct,max_abs_error
gemm,A100_MIG_3g40gb,6144,V3,4,32,221.243904,2096.584174,1,0.000000
gemm,A100_MIG_3g40gb,6144,Ref,0,64,63.271425,7331.215729,1,0.000000
gemm,A100_MIG_3g40gb,6144,V1,1,64,109.241859,4246.142187,1,0.000000
gemm,A100_MIG_3g40gb,6144,V0,0,64,457.187836,1014.586198,1,0.000000
gemm,A100_MIG_3g40gb,6144,V3,2,64,123.604992,3752.732481,1,0.000000
gemm,A100_MIG_3g40gb,6144,V3,3,64,188.155907,2465.277206,1,0.000000
gemm,A100_MIG_3g40gb,6144,V3,4,64,210.617859,2202.360571,1,0.000000
gemm,A100_MIG_3g40gb,6144,Ref,0,128,63.271425,7331.215729,1,0.000000
gemm,A100_MIG_3g40gb,6144,V1,1,128,106.157055,4369.530300,1,0.000000
gemm,A100_MIG_3g40gb,6144,V0,0,128,457.139191,1014.694162,1,0.000000
gemm,A100_MIG_3g40gb,8192,Ref,0,16,149.366272,7361.177415,1,0.000000
gemm,A100_MIG_3g40gb,8192,V1,1,16,934.387726,1176.718826,1,0.000000
gemm,A100_MIG_3g40gb,8192,V0,0,16,1082.910706,1015.329909,1,0.000000
gemm,A100_MIG_3g40gb,8192,V3,2,16,968.060913,1135.787648,1,0.000000
gemm,A100_MIG_3g40gb,8192,V3,3,16,977.513489,1124.804558,1,0.000000
gemm,A100_MIG_3g40gb,8192,V3,4,16,962.532349,1142.311351,1,0.000000
gemm,A100_MIG_3g40gb,8192,Ref,0,32,149.366272,7361.177415,1,0.000000
gemm,A100_MIG_3g40gb,8192,V1,1,32,501.886475,2190.757638,1,0.000000
gemm,A100_MIG_3g40gb,8192,V0,0,32,1082.694641,1015.532530,1,0.000000
gemm,A100_MIG_3g40gb,8192,V3,2,32,499.395065,2201.687009,1,0.000000
gemm,A100_MIG_3g40gb,8192,V3,3,32,499.652603,2200.552185,1,0.000000
gemm,A100_MIG_3g40gb,8192,V3,4,32,523.633148,2099.774683,1,0.000000
gemm,A100_MIG_3g40gb,8192,Ref,0,64,149.366272,7361.177415,1,0.000000
gemm,A100_MIG_3g40gb,8192,V1,1,64,258.364410,4255.662094,1,0.000000
gemm,A100_MIG_3g40gb,8192,V0,0,64,1082.492920,1015.721773,1,0.000000
gemm,A100_MIG_3g40gb,8192,V3,2,64,292.219391,3762.623776,1,0.000000
gemm,A100_MIG_3g40gb,8192,V3,3,64,445.213684,2469.626759,1,0.000000
gemm,A100_MIG_3g40gb,8192,V3,4,64,499.037186,2203.265928,1,0.000000
gemm,A100_MIG_3g40gb,8192,Ref,0,128,149.366272,7361.177415,1,0.000000
gemm,A100_MIG_3g40gb,8192,V1,1,128,250.406403,4390.908605,1,0.000000
gemm,A100_MIG_3g40gb,8192,V0,0,128,1082.494995,1015.719826,1,0.000000
