workload,gpu,problem_size,variant,stage,tile_size,time_ms,gflops,correct,max_abs_error
gemm,H100_SXM5,6144,V1,1,64,23.114912,20067.412210,1,0.000000
gemm,H100_SXM5,6144,V0,0,64,89.980114,5155.099804,1,0.000000
gemm,H100_SXM5,6144,V3,2,64,24.118336,19232.523889,1,0.000000
gemm,H100_SXM5,6144,V3,3,64,28.490000,16281.378438,1,0.000000
gemm,H100_SXM5,6144,V3,4,64,47.309345,9804.753491,1,0.000000
gemm,H100_SXM5,6144,Ref,0,128,9.074528,51116.317770,1,0.000000
gemm,H100_SXM5,6144,V1,1,128,22.581489,20541.447732,1,0.000000
gemm,H100_SXM5,6144,V0,0,128,89.976994,5155.278584,1,0.000000
gemm,H100_SXM5,8192,Ref,0,16,21.229088,51792.692960,1,0.000000
gemm,H100_SXM5,8192,V1,1,16,233.565071,4707.517364,1,0.000000
gemm,H100_SXM5,8192,V0,0,16,208.158623,5282.085427,1,0.000000
gemm,H100_SXM5,8192,V3,2,16,254.953468,4312.597256,1,0.000000
gemm,H100_SXM5,8192,V3,3,16,266.621552,4123.866287,1,0.000000
gemm,H100_SXM5,8192,V3,4,16,257.110580,4276.415330,1,0.000000
gemm,H100_SXM5,8192,Ref,0,32,21.229088,51792.692960,1,0.000000
gemm,H100_SXM5,8192,V1,1,32,108.393234,10143.729314,1,0.000000
gemm,H100_SXM5,8192,V0,0,32,208.154198,5282.197717,1,0.000000
gemm,H100_SXM5,8192,V3,2,32,110.942768,9910.620103,1,0.000000
gemm,H100_SXM5,8192,V3,3,32,111.675537,9845.590684,1,0.000000
gemm,H100_SXM5,8192,V3,4,32,109.006336,10086.676298,1,0.000000
gemm,H100_SXM5,8192,Ref,0,64,21.229088,51792.692960,1,0.000000
gemm,H100_SXM5,8192,V1,1,64,54.858192,20042.797234,1,0.000000
gemm,H100_SXM5,8192,V0,0,64,208.154564,5282.188424,1,0.000000
gemm,H100_SXM5,8192,V3,2,64,57.266752,19199.825112,1,0.000000
gemm,H100_SXM5,8192,V3,3,64,73.105648,15040.036676,1,0.000000
gemm,H100_SXM5,8192,V3,4,64,113.980560,9646.483794,1,0.000000
gemm,H100_SXM5,8192,Ref,0,128,21.229088,51792.692960,1,0.000000
gemm,H100_SXM5,8192,V1,1,128,53.838865,20422.265998,1,0.000000
gemm,H100_SXM5,8192,V0,0,128,208.152832,5282.232372,1,0.000000
